RDKIT_SMILES,TSNE-PCA-1,TSNE-PCA-2,TSNE-PCA-3,PC-1,PC-2,PC-3,First_Class,Second_Class
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.15188597,-8.428907,-5.7267375,-14.736647262839101,-6.077426291436737,-1.8461006999782823,Other aliphatics,Others
FC(F)(I)C(F)(F)I,-0.36380515,-19.544714,6.663734,-24.99616299900805,-11.667392064809649,5.235472818641001,PFAS derivatives,PFAS halogen derivatives
COC(=O)C(C(F)(F)F)C(F)(F)F,0.2378465,-11.985755,-8.702061,-16.976863862354936,-3.4776942770971035,-4.7105318241292204,Other aliphatics,Others
FC1=C(F)C(F)(F)C(F)(F)C1(F)F,-10.688734,-17.564089,3.3106213,-16.919941913223273,-7.053862700255452,6.641704820715541,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
FC1=C(F)C(F)(F)C1(F)F,-9.522664,-16.855066,3.6491,-19.917326600885644,-7.643266827141013,4.180041120979535,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
FC(F)(I)C(F)(F)CCI,5.9742346,-13.8519535,11.114653,-20.13884310654911,-3.648578090872728,-3.1221097977655554,Other aliphatics,Others
COC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)OC,1.263702,-1.1271487,-5.278788,-8.726994619732226,-4.375556954161803,-1.679770151926166,Other aliphatics,Others
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-11.68702,-17.51429,-2.4713106,-16.822076338347912,-13.959257118249221,5.126948059603473,Non-PFAA perfluoroalkyls,PFACs
O=S(=O)(OCC(F)(F)F)C(F)(F)F,-7.778892,-7.2656426,0.001635001,-17.4049707034869,-6.318702450468619,-2.076527869660697,Other aliphatics,PASF-based substances
C=CC(F)(F)C(F)(F)I,5.6691,-14.605392,12.687305,-22.680199070879265,-2.067449418961174,-2.7220104913193266,Other aliphatics,Others
OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.808764,1.2172468,-13.010841,3.0087059290268097,-1.9593412857421224,-10.369538376921467,Other aliphatics,Others
OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.488517,1.1561577,-13.6989765,9.072572253364596,-4.7331533577183755,-7.716056751489517,Other aliphatics,Others
OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.811522,1.0788207,-14.10083,15.243723570932758,-7.188146161843576,-5.442492686005436,Other aliphatics,Others
FC(F)(F)C(F)(F)Oc1ccc(Br)cc1,-17.10306,12.971869,10.456521,-9.576668211561794,19.43108094314489,1.2459249151958356,Side-chain aromatics,Others
FC(F)(F)C12C(F)(F)C3(F)C(F)(F)C(F)(C(F)(F)C(F)(C3(F)F)C1(F)F)C2(F)F,-9.766176,-5.9616227,12.843512,2.925683107819207,-8.67066933164391,14.837225712737096,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
FC1(F)C2(F)C(F)(F)C3(F)C(F)(F)C1(F)C(F)(F)C(F)(C2(F)F)C3(F)F,-10.0013275,-5.9961176,12.883915,1.0130923195951056,-10.895091903419562,16.31578787994751,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
COc1nc(NC(=O)NS(=O)(=O)c2ccccc2OC(F)(F)C(F)(F)F)nc(OC)n1,3.8730705,18.992489,9.833202,10.119734014704292,27.271461625867094,7.153675549098942,Side-chain aromatics,Others
O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)F,-13.285005,20.712393,-1.7675582,-1.0939833292579746,22.226888678456,7.426145289950178,Side-chain aromatics,Others
O=C(Nc1cc(Cl)c([N+](=O)[O-])cc1Cl)C(F)(C(F)(F)F)C(F)(F)F,-8.899683,20.452353,0.05212486,-0.4141776671164276,22.091205217527968,9.841058121742849,Side-chain aromatics,Others
O=C(Nc1ccc([N+](=O)[O-])cc1Br)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-13.278325,20.696339,-1.7427372,7.923711685818826,19.659309119015788,10.640808421739461,Side-chain aromatics,Others
O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-13.0277605,19.480288,0.25916448,10.172619389523216,20.03433813558224,11.450776517585249,Side-chain aromatics,Others
N#Cc1cc([N+](=O)[O-])ccc1NC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-11.891659,19.669338,0.2916497,8.925339063459944,21.03172890230003,9.95584854803846,Side-chain aromatics,Others
O=C(Nc1cc(Cl)c(Cl)c(Cl)c1Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-7.5786457,21.201994,-0.3994696,7.58875535842006,18.72641411223513,14.054477255317213,Side-chain aromatics,Others
O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(F)C(F)(F)C(F)(F)F,-13.281481,20.705175,-1.7566677,-0.911382188895954,22.284081753681807,7.3675768114990365,Side-chain aromatics,Others
FC(F)(F)C(F)(F)N1OC(F)(F)C1(F)F,-14.2944145,-10.124381,8.016658,-15.17180934355842,-9.805543323951056,5.8981582540489175,"Other aliphatics, cyclic","Others, cyclic"
FC(F)C(F)(F)C(F)(F)C(F)F,-4.7175317,-12.483103,-1.2239956,-18.61380087437141,-11.2420405674948,1.1412612669893958,Other aliphatics,Others
CC(F)(F)CC(F)(F)F,-3.7112577,-13.351998,-4.5556827,-21.740254535277113,-5.671538127454425,-5.025018286810703,Other aliphatics,Others
CC(F)(F)C(F)(F)Cl,-2.8062117,-17.468456,-0.25340194,-24.545549299148593,-6.913056267421875,-3.4140577707879083,Other aliphatics,Others
FC(F)(F)C(F)(F)CCl,-3.4757323,-16.76004,0.62154853,-23.538728607324728,-8.051953641788394,-2.2766861428025518,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)Cl,-4.4620233,-16.72237,1.2256509,-22.323791907315613,-9.94106969166536,0.18970662392206494,Other aliphatics,Others
FC1(F)OC(F)(F)C1(F)F,-12.207144,-16.642109,0.55732447,-19.75564870453172,-11.904676956407863,5.732658797676273,"Other aliphatics, cyclic","Others, cyclic"
FC(F)OCC(F)(F)C(F)(F)F,-5.7068553,-8.629469,-1.5380772,-18.58620240396781,-6.5694477931269954,-3.6898145707298857,Other aliphatics,Others
CC(F)(F)C(F)(F)Br,-0.7657025,-17.845419,1.0553429,-24.62074308269863,-6.564954705070952,-3.1011530920722037,Other aliphatics,Others
[O]OC(F)(F)C(F)(F)F,-7.5404515,-12.264884,-9.697476,-23.68213857539677,-8.046268225696071,-1.4906064041015772,Other aliphatics,Others
FC(Cl)(Cl)C(F)(F)C(Cl)(Cl)Cl,-2.5510817,-16.410583,4.4614077,-21.484369398962976,-8.37550806506934,5.1499476616151885,Other aliphatics,Others
FC1(F)OC(F)(F)C(F)(F)C1(F)F,-10.834421,-17.570154,2.7022438,-16.744379501417267,-10.857791727902203,6.638896441258977,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl,16.853333,-4.171605,12.471462,5.232248686028413,-7.500983667332622,1.2242065450667918,Silicon PFASs,Others
C=C(F)C(F)(F)C(F)(F)C(F)F,-2.9048064,-11.235527,-2.7045717,-18.527765955815237,-4.294996741413802,-1.5698550010942338,Other aliphatics,Others
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14.122927,-11.135936,-4.94004,-0.2712225891379497,-7.92547157630089,3.21657567187339,Fluorotelomer PFAA precursors,n:2 FTOs
FC1=CC(F)(F)C(F)(F)C1(F)F,-10.65894,-18.064768,4.5497417,-18.20989729289514,-3.620230849123815,3.686187358902675,"Other aliphatics, cyclic","Others, cyclic"
FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-9.995468,-14.64876,5.3209696,-13.676340829840257,-8.50873788572533,8.50081292813829,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-9.645608,-12.616074,4.6540866,-14.406581719947743,-14.507864043635285,6.683638243493572,Non-PFAA perfluoroalkyls,PFAs
FC(F)C(F)(F)OCC(F)(F)F,-6.233153,-8.458398,-0.89592534,-18.59724989058623,-7.455062042042827,-2.189298975879745,Other aliphatics,Others
O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-12.629624,-5.3959556,5.050922,-7.901323674375048,-13.87529719868176,9.728974931549152,Non-PFAA perfluoroalkyls,PFAKs
COC(F)(F)C(F)(F)C(F)(F)F,-1.9493521,-10.292166,-7.191389,-18.954107742811253,-5.894149307818531,-2.9869266868376942,Other aliphatics,Others
O=C(F)C(F)(F)C(F)(F)OC(F)(F)F,-9.490202,-4.918196,3.2618828,-17.457098550130134,-9.281324562493012,3.638762226533821,Other aliphatics,Others
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,20.48393,-0.26616594,10.812239,10.138390363178024,-3.4518666240262768,-10.358264343052637,Silicon PFASs,Others
O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-10.305627,-6.3129697,5.0042567,-11.948324681760893,-11.241806312367077,6.317026535557067,Non-PFAA perfluoroalkyls,PFAKs
FC(Cl)(Cl)C(F)(F)C(Cl)Cl,-2.68483,-16.126677,2.9443765,-22.576996099553934,-6.8036707403407375,1.0062162289296046,Other aliphatics,Others
FC(F)(Cl)C(F)(F)C(Cl)Cl,-2.9938195,-16.345343,2.3184404,-22.688586018110215,-7.547518025540231,0.713635584571505,Other aliphatics,Others
O=S(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-12.716071,-11.285257,-0.10234451,-12.492557825597926,-13.408228587974069,8.481615222448546,Other aliphatics,PASF-based substances
FC1(F)C(F)(F)C(Cl)(Cl)C1(F)F,-10.968176,-16.403086,1.0669005,-18.38403584419634,-10.032278242978672,7.481323872755892,"Other aliphatics, cyclic","Others, cyclic"
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-1.5580364,-8.783297,-0.0014714489,-10.99522803019016,-12.037253724142554,3.623257625771808,Other aliphatics,Others
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-12.243976,-13.721709,4.443562,-11.222864177554994,-14.659613664814556,9.313722053997353,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,12.247417,-13.61507,-10.755012,-8.24660887626071,0.6763517788173687,-7.258982161717633,Other aliphatics,Others
O=C(CC(F)(F)F)C(F)(F)F,-6.5709276,-13.238342,0.9011925,-20.4836148475562,-7.379947588810997,-0.8204538859549076,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,-3.2890127,-12.926389,0.21650003,-18.546056891121733,-10.379718606538747,2.2677783567149294,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.62189496,-7.403118,0.8658605,-3.4946454057633565,-12.36621406814932,5.725273912571709,Other aliphatics,Others
FC(F)(F)C1(C(F)(F)F)OC(F)(F)C(F)(F)O1,-8.6303835,-10.4135475,3.6475608,-13.710898272216534,-11.170158002757592,7.487224122697477,"Other aliphatics, cyclic","Others, cyclic"
FC(F)C(F)(F)C(F)(F)F,-5.9702377,-17.258606,0.6428557,-21.84835723289753,-11.807416075305374,-0.0372959918160096,Other aliphatics,Others
FC(F)=C(F)OC(F)(F)C(F)(F)F,-8.451949,-7.6488357,1.742216,-18.61665620027656,-8.702458317360229,4.176505219639208,Other aliphatics,Others
FC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-12.963559,-14.15705,1.3141347,-11.464793414480441,-13.205707709348085,8.76607685565944,"Other aliphatics, cyclic","Others, cyclic"
O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,-3.8369663,-3.063925,-19.106024,-8.647447592987792,-6.65448612133124,1.5622275604946654,PFAAs,PFECAs
O=S(=O)(N1CCCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.07936479,8.357234,1.3488959,12.313512915020466,-1.9503353726402444,-4.108182647129605,"Other aliphatics, cyclic","PASF-based substances, cyclic"
O=S(=O)(NCN1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.6236453,11.531439,-13.581762,14.93997153457995,-0.9344027579147944,-4.268598543047472,"Other aliphatics, cyclic","PASF-based substances, cyclic"
CCCCNC(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.6383455,12.650637,-12.404815,15.167798525912259,-1.0414286939951587,-5.389161270673804,Other aliphatics,PASF-based substances
O=C(NC1CCCCC1)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.7184892,12.611642,-12.427638,18.168593689501584,0.9354513024482703,-5.452170992710384,"Other aliphatics, cyclic","PASF-based substances, cyclic"
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(ON(CCO)CCO)ON(CCO)CCO,12.165377,10.718267,8.000319,31.289205315811724,-6.394240155544593,-8.709968124095424,Other aliphatics,Others
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON(CCO)CCO,9.855029,7.4350014,9.631847,57.13084615414078,-19.557526998586145,4.399949541232774,Other aliphatics,Others
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,20.019789,0.25466806,11.276369,16.598857880476814,-5.934609921367061,-8.748201759012463,Silicon PFASs,Others
C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.554203,-4.570962,12.514878,1.4980649807605817,-2.960107105510448,-6.993339685295551,Silicon PFASs,Others
FC(F)=C(F)OC(F)(C(F)(F)F)C(F)(F)F,-9.334599,-6.3730555,3.176805,-15.093718315845061,-9.852636281505855,4.926313281437801,Other aliphatics,Others
COC(=O)CC(=O)C(F)(F)C(F)(F)F,3.5259182,-1.8797648,-6.1962605,-13.730645156235655,2.101028426182441,-8.605020482039707,Other aliphatics,Others
FC1(F)OC(F)(F)C(F)(F)N(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F,-6.2082634,-2.3202784,11.559072,4.04088706713786,-8.926354439925378,11.337963584043331,"Other aliphatics, cyclic","Others, cyclic"
COc1nc(C(F)(F)C(F)(F)F)cc(=O)n1-c1cc(C(=O)OC(C)C)c(Cl)cc1F,-10.961729,12.803195,-6.9202547,9.506626309653653,32.20673905860197,11.414646579170473,Side-chain aromatics,Others
CCCc1nc(C(F)(F)C(F)(F)F)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-15.150423,5.6929126,-2.906108,17.72366675077239,46.97020731131737,20.74023010866483,Side-chain aromatics,Others
C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,6.2323794,-12.602459,-9.135141,-13.787795087695766,-0.014546777985671585,-4.967110071054912,Other aliphatics,Others
COC(C(F)(F)F)C(F)(F)F,-11.110688,-15.221721,-3.6157837,-19.113029323927744,-7.474211754613568,-1.9645642410931088,Other aliphatics,Others
CCN1c2ccccc2N(C)C(=O)c2cc(C(F)(F)C(F)(F)F)cnc21,-16.920689,10.553114,1.9775499,6.9083249461821215,37.81112562650457,14.298780470936078,Side-chain aromatics,Others
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,14.017699,8.518276,2.4003665,16.835871002989613,-0.25603981416122,-6.886598448856522,"Other aliphatics, cyclic","Others, cyclic"
O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,14.061728,8.448413,2.3959863,23.348682549234976,-2.7977971568189357,-5.6132055605710995,"Other aliphatics, cyclic","Others, cyclic"
O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,14.256593,8.135855,2.3117502,30.13863358063596,0.06365988884311936,-12.788294101637266,"Other aliphatics, cyclic","Others, cyclic"
O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,14.319337,8.04378,2.2930841,37.279324655323144,-2.1931371305828224,-12.641388138348196,"Other aliphatics, cyclic","Others, cyclic"
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,0.50476795,-0.71806955,5.355467,-6.91470153998553,-8.677070940333303,7.056614903505778,Other aliphatics,Others
CS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C(F)(F)C(F)(F)F,-13.825391,10.928428,-7.5156355,2.2424591218624625,26.401898182726274,11.783714979067993,Side-chain aromatics,Others
CCS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C(F)(F)C(F)(F)F,-13.84265,10.977337,-7.54351,3.9833114761629695,26.80874119992036,10.11969384236289,Side-chain aromatics,Others
CCCS(=O)(=O)Nc1ncc(C(F)(F)F)cc1NC(=O)C(F)(F)C(F)(F)F,-13.862519,10.996254,-7.5426116,5.51654529258808,27.13961931042284,9.172961140101016,Side-chain aromatics,Others
CS(=O)(=O)NNc1ncc(C(F)(F)F)cc1NC(=O)C(F)(F)C(F)(F)F,-13.913241,11.207457,-7.7887187,4.119077357956842,28.024522814695622,12.842411441235766,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,-1.6326008,-2.0789938,10.025545,-4.0654239939141705,-14.559309043607234,7.307638563527994,Other aliphatics,Others
C[N+](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,8.173307,10.572548,-8.146541,-0.57902390910781,1.9410239633943929,-12.53735564972334,Other aliphatics,Others
C[N+](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,8.110117,10.996409,-8.1026945,6.128317138743542,-0.7137398793356567,-10.82481798081523,Other aliphatics,Others
C[N+](C)(CCCC(=O)O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.5665197,12.835542,-6.36859,17.2451066441913,-2.2182611883728987,-12.327370934416964,Other aliphatics,Others
C[N+](C)(CCCCC(=O)O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.4535756,12.869856,-6.1730523,18.815237793943442,-1.80631648615554,-13.095793371421163,Other aliphatics,Others
C[N+](C)(CCCCCC(=O)O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.4301314,12.86571,-6.150443,20.14094451189709,-2.10730333843762,-14.119741522337868,Other aliphatics,Others
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.267849,-0.80929804,0.1195239,8.251894676961268,-2.3118896414977415,-14.63622048034343,Fluorotelomer PFAA precursors,SFAs
O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.253245,13.109319,5.129354,2.9938629636411713,-5.349596865125509,-4.305871875941348,Fluorotelomer PFAA precursors,n:2 monoPAPs
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,1.2525067,-1.1199803,-5.3258934,-9.463596400624748,-2.120196391052431,-2.694750617837518,Other aliphatics,PACF-based substances
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,14.779357,-8.70027,-13.769926,12.181466174750275,-3.917776803085123,-4.511684002169089,Fluorotelomer PFAA precursors,n:2 FTMACs
O=C(Cn1ccnc1[N+](=O)[O-])NCC(F)(F)C(F)(F)F,-14.502115,7.0429716,-7.2205143,-4.578910864249882,20.703853036202307,6.608101309647359,Side-chain aromatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.76309013,-3.4292417,-20.158213,-5.992739594297843,-7.723690369716613,1.931459713512738,Other aliphatics,PACF-based substances
O=C(O)CC(O)(C(F)(F)F)C(F)(F)F,-3.26583,-12.734317,-13.122318,-15.611161392719525,-2.961730033162635,-5.27067334179835,Other aliphatics,Others
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,-10.753195,-5.6396503,4.872987,-13.446408155683852,-10.035043779710195,7.5722747464244735,Non-PFAA perfluoroalkyls,PFAenes
FC(F)(F)C(F)(F)Oc1ccccc1,-7.5706334,19.625011,9.445945,-11.234084432393987,18.111263328835822,-2.1487495773028225,Side-chain aromatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,-1.7881464,1.2713397,-19.41211,-2.200386741548224,-8.666305331898702,4.731942981034334,Other aliphatics,PACF-based substances
FC1(F)SC(F)(F)S1,-12.721077,-17.185047,0.5146541,-22.23934498906703,-11.362453392024289,7.361181784571269,"Other aliphatics, cyclic","Others, cyclic"
COC1=C(F)C(F)(F)C(F)(F)C1(F)F,-1.5509953,-13.896692,-8.715631,-15.320193969513495,0.0915157731794018,-0.16531793204225564,"Other aliphatics, cyclic","Others, cyclic"
C=CC(F)(F)C(F)(F)C=C,0.15374428,-15.551864,-5.015894,-18.90456271008805,-1.2486809879368397,-4.655354342660806,Other aliphatics,Others
O=C(O)C=C(C(F)(F)F)C(F)(F)F,-3.0214534,-13.070424,-13.207072,-17.453467207927126,-1.91892386964467,-0.4293561827596684,Other aliphatics,Others
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.932106,9.377715,7.4156137,27.06522864936662,-13.547716999772868,2.5046207962965297,Fluorotelomer PFAA precursors,n:2 diPAPs
O=C(NCc1ccccc1)C(F)(F)C(F)(F)F,-8.147791,14.379697,-0.4796973,-6.030821129942162,19.93459649363585,-3.955723873814663,Side-chain aromatics,Others
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,13.382531,-11.95789,-5.9998965,-4.359298544687924,-3.910539166820821,-0.6121437429388532,Other aliphatics,Others
CC(F)(F)C(F)(F)F,-2.8592758,-17.535671,-0.36992547,-24.34330908652932,-8.586160805845099,-3.5805144540142915,Fluorotelomer PFAA precursors,SFAs
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl,2.3077307,-4.702676,-4.5059724,-10.357557979037486,0.9435820252870484,-6.6477389864199425,Other aliphatics,PACF-based substances
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,15.011634,-11.799304,-12.257943,6.6485880546693865,-3.7119970701602583,-4.459911947406534,Other aliphatics,Others
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.440657,7.8499217,9.709927,53.613088574411925,-22.19524131468432,8.105468763788402,Fluorotelomer PFAA precursors,n:2 diPAPs
FC1(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-12.54786,-8.911049,-4.7935457,-3.648121628167168,-13.872836552258567,11.525532087851786,"Other aliphatics, cyclic","Others, cyclic"
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)=C(F)F,-2.754699,1.2251666,3.888495,-11.071262432410366,-7.050956277562887,4.743280823763651,Other aliphatics,Others
O=[N+]([O-])C(F)(F)C(F)([N+](=O)[O-])[N+](=O)[O-],-6.408058,-17.50321,8.024301,-17.369800318836113,-5.1289944255483295,4.53996332445986,Other aliphatics,Others
O=C(CC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,-6.915948,-6.5894256,-2.9840212,-13.901262334096335,-4.4953126166472135,-0.05648303382217632,Other aliphatics,Others
CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)F,8.395451,-1.9125688,-6.9023466,-9.196188057724925,4.04950395713696,-11.751281120871676,Other aliphatics,Others
FC(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,-9.234014,-13.188498,4.2738967,-16.66627627331459,-10.762034076073759,6.3169923521650295,Non-PFAA perfluoroalkyls,PFAenes
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,5.29668,3.9453404,12.509505,46.0485404063241,-14.701767094679642,26.392750487030753,Side-chain aromatics,Others
FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)Br,0.32956716,-13.130387,3.1703663,-16.333788449971053,-12.010546633540267,6.3715428705589146,Other aliphatics,Others
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,13.875158,-12.547674,-12.054926,0.2922920321701977,-0.997317175356386,-6.695227231561956,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,-3.760182,-10.262404,-14.130649,-13.939596953186452,-6.205195463237149,0.07180527101301291,Other aliphatics,PACF-based substances
Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,-10.3345375,2.466295,12.5771055,-4.9302397770735285,3.5223966288098887,14.892647136077127,Side-chain aromatics,Others
FC1=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-5.3950562,-1.4635537,7.47702,-6.5063106266943365,-2.946760695406223,1.9342565505554632,"Other aliphatics, cyclic","Others, cyclic"
Cc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,-8.599276,10.190186,11.310316,-7.99116269644505,14.101622199371493,-2.106483040074035,Side-chain aromatics,Others
