RDKIT_SMILES,PC-1,PC-2,PC-3,First_Class,Second_Class
O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,5.350134835876535,11.130572150619543,2.9401152673629234,Side-chain aromatics,Others
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,-14.549030423265103,-2.5776325108865596,-1.2011788247592852,Other aliphatics,Others
NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,-11.44860233886702,-3.9746724087839262,-2.053010327591737,Other aliphatics,PASF-based substances
FC(F)=C(F)C(F)(F)C(F)(F)I,-19.940845909958234,-7.677076424468042,5.7854951398627446,Other aliphatics,Others
FC1=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-7.095620359025263,-7.614532659361304,9.018980388803909,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
C[Si](C)(c1ccccc1)C(F)(F)C(F)(F)[Si](C)(C)c1ccccc1,5.5569722800691554,14.693542637863082,-1.318142692070415,Not PFAS,Not PFAS by current definition
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(F)I,-17.697835652838815,-9.759463580654568,7.197779401889604,Other aliphatics,Others
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)c1ccc[nH]1,-7.35150736863339,20.815170658192635,12.700356527992097,Side-chain aromatics,Others
C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,-8.608684086751854,-1.8412265703919926,-2.513237367953801,Other aliphatics,PASF-based substances
CC(C)(C)C(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,-4.709884877716499,0.9730781263704554,-9.36428326160381,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)I,-11.53612664317395,-10.157957038546598,5.469999768719036,Other aliphatics,Others
CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,12.403644218252284,10.556581559624265,4.2538827673108255,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([Se][Se]c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,30.839371156822846,4.134866959833178,12.46896662907767,Side-chain aromatics,Others
CC(C(F)(F)F)C(F)(F)C(F)(F)F,-17.66435061866578,-7.29268035933148,-2.0807269323169244,Other aliphatics,Others
CC(=O)CCC(F)(Cl)C(F)(F)Br,-16.46222911337514,3.1189489684201868,-9.7241515626986,PFAS derivatives,PFAS halogen derivatives
C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,-0.7058570429702377,-2.020293318223561,-4.382333069631649,Other aliphatics,Others
O=C(OOC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,14.726570276401782,-10.521399043871424,11.871447118504262,"Other aliphatics, cyclic","PACF-based substances, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Br)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,46.075069667950025,-18.191141556188228,7.808325381227022,Silicon PFASs,Others
CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-12.245599734401804,-4.129004365462329,-4.95074449217674,Other aliphatics,Others
O=C(C(F)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)F,-15.040010135691817,-6.904366662576729,4.603942587506077,Other aliphatics,Others
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-10.575301127121744,-10.583230583306777,8.749806467195954,Non-PFAA perfluoroalkyls,PFAenes
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.000024043982004,-6.241834189848396,-4.6109229963397524,Other aliphatics,Others
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,-3.8128485190901844,16.255097621802978,2.957765122696683,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)Sc1ccc(Cl)cc1,-7.54671860202073,15.07291544626342,1.1703508345845761,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C1(F)F,-10.198274632121624,-10.560001484823083,6.668027246836135,"Other aliphatics, cyclic","Others, cyclic"
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,8.986704193544435,7.251114216869404,5.895171926510922,Side-chain aromatics,Others
OCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.716063871523558,-2.5706277843603575,-8.699104465519943,Other aliphatics,Others
CC(=O)SCCCC(F)(F)C(F)(F)F,-12.028993240910593,3.4015349846630807,-12.107650205078306,Other aliphatics,Others
FC(F)(Br)C(F)(F)C(F)(F)Br,-20.701597149981378,-12.858649661771052,7.543177675864165,Other aliphatics,Others
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.635764559733031,-8.67888982902491,1.2758244085294652,Fluorotelomer PFAA precursors,n:2 FTCAs
O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O,18.02679492634121,14.405265724316253,-0.9045977874074659,Side-chain aromatics,Others
FC1(F)CCC(F)(F)C1(F)F,-17.813954505719646,-6.597814117041365,0.8856758097235766,"Other aliphatics, cyclic","Others, cyclic"
CCCc1nc(C(=O)OC)c(C(F)(F)C(F)(F)F)[nH]1,-4.171870119929821,24.46477419759863,6.777155372964702,Side-chain aromatics,Others
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-9.832572036806015,-11.616532839737408,7.838176799196112,Other aliphatics,Others
O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,4.079919114987542,-9.583548711521058,2.541599354574193,Other aliphatics,PASF-based substances
N#CC1=C(N)C(F)(F)C(F)(F)C(F)(F)C1=N,-13.728150659020844,6.732695154058876,4.268745739781844,"Other aliphatics, cyclic","Others, cyclic"
FC1=NC(F)(F)C(F)(F)C(F)(F)C1(F)F,-14.855298351027349,-6.7173393925242095,7.516770369878374,"Other aliphatics, cyclic","Others, cyclic"
CCOC(OCC)(c1ccccc1N)C(F)(F)C(F)(F)C(F)(F)F,3.2097010449028693,19.740926823504957,-2.645326738112018,Side-chain aromatics,Others
O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,-1.662596045532031,-9.416250307244535,5.121163972571466,Other aliphatics,PACF-based substances
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,-3.897172389885812,-9.019708444400312,5.450753601848533,Other aliphatics,PASF-based substances
O=S(=O)(Cl)OC(F)(F)C(F)(F)I,-20.16299500033439,-7.039115323514874,3.8849309303207877,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Cl)CCl,-8.423187289066528,-7.584180236996305,1.760548128173272,Other aliphatics,Others
O=C(O)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,-11.24441224611972,-4.177118391677574,-1.007908242636969,Other aliphatics,PASF-based substances
FC(F)(Cl)C(F)(Cl)C(Cl)(Cl)Cl,-21.776243728349016,-7.788096374067518,4.961680098900895,PFAS derivatives,PFAS halogen derivatives
CC1(O)COC(C(F)(F)C(F)(F)C(F)(F)F)=CC1=O,-5.807957860528687,6.692845992056893,-5.925182696491572,"Other aliphatics, cyclic","Others, cyclic"
CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,7.110081949231734,-3.848065801154258,-8.0592500213278,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,-6.1061551909928715,11.513772244442396,0.8017406511246699,Side-chain aromatics,Others
FC(F)(F)C(=C1C(F)(F)C(F)(F)C1(F)F)C(F)(F)F,-11.292867848962894,-9.06100780588495,9.33928274459206,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O,24.53488033781012,11.665658566819245,0.15166230644916492,Side-chain aromatics,Others
C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.9188012282797664,-6.428573759898214,-0.002880255780277758,Other aliphatics,Others
O=C(OC(F)(F)C(F)(F)F)C(F)(F)F,-17.41426132132343,-10.073696621209761,3.84732480011072,Other aliphatics,PACF-based substances
C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.378023544033688,-3.793233571528674,-2.549521976403632,Other aliphatics,Others
COC(F)(C(=O)O)C(F)(F)F,-18.730829580475262,-2.6709030063526438,-5.425505825690791,Other aliphatics,Others
FC(Cl)C(F)(F)C(F)(F)F,-22.468527739182296,-9.914716026851679,0.30203020051008805,Other aliphatics,Others
FC(F)C(F)(F)C(F)(F)C(F)(F)CCl,-16.16888248610561,-7.910669962348133,-0.02479827867916426,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(Cl)=C(Cl)Cl,-16.22878133222391,-3.806873047253973,4.584539420981847,Other aliphatics,Others
O=C1CCCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.8890127320223593,1.357252087342963,-5.267492200264957,"Other aliphatics, cyclic","Others, cyclic"
CC(=O)CC(F)(F)C(F)(F)F,-19.040895883279205,-1.0547445443380863,-7.9632129139977375,Other aliphatics,Others
Cc1nc(F)c(C(F)(F)F)c(C(F)(F)C(F)(F)F)n1,-8.386593737444187,15.817848310905923,14.323831194537519,Side-chain aromatics,Others
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,-11.981276098045786,-11.5016629651496,7.671956014127096,Other aliphatics,PASF-based substances
O=c1[nH]cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1,-3.6238029832431904,14.879609999966119,8.592884158544633,Side-chain aromatics,Others
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.06031648322949234,-3.6977102455701854,-5.80182071280108,Other aliphatics,Others
FC(F)(F)C(F)(F)CCCS,-17.56369895787372,1.1290203729029442,-12.406075405420165,Other aliphatics,Others
FC1=NC(F)(F)C(F)(F)OC1(F)F,-17.428286283800333,-5.730285906606151,6.04376135117461,"Other aliphatics, cyclic","Others, cyclic"
FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C1(F)F,-15.052934992879914,-11.021789161908416,8.067815476822572,"Other aliphatics, cyclic","Others, cyclic"
O=C1C=CC(=O)N1CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.171918071277462,0.020240029191806733,-2.268308478031182,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,3.336326688565289,-8.464169267778479,0.4316468140006554,Other aliphatics,Others
O=P(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-5.757197722167302,-16.586420560103974,11.104769574464479,Other aliphatics,Others
Fc1ccc(C(F)(F)C(F)(F)c2ccc(F)cc2)cc1,-3.9693331333313466,14.622131046334841,6.137223759258116,Side-chain aromatics,Others
O=C(CI)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.266885085175055,-3.094428042764861,-4.5724363585740875,Other aliphatics,Others
FC(Cl)(Cl)C(F)(F)c1ccccc1,-13.9474100712677,14.495245703106374,-0.5279521567673101,Side-chain aromatics,Others
COC(=O)c1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,5.103343360091663,16.06345418656343,-0.0783517139286935,Side-chain aromatics,PASF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(-c2ccccc2)no1,10.667503618899874,21.38768937280836,18.588359295685347,Side-chain aromatics,Others
COC(F)(Cl)C(F)(F)Cl,-23.40533445968387,-3.2840034766294677,-4.587882726886743,PFAS derivatives,PFAS halogen derivatives
CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.089460463574618,-0.37917901948392957,-8.155357531424253,Other aliphatics,Others
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,2.497042349420524,-10.25873452423281,6.28513997321711,Other aliphatics,PASF-based substances
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CO,6.313299517829472,-4.733163285032638,-2.9635423703929975,Other aliphatics,Others
O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F,-15.378081111767282,-9.409396528998913,7.3264796667465,"Perfluoro PFAA precursors, cyclic","PAFs, cyclic"
O=S1(=O)NS(=O)(=O)C(F)(F)C(F)(F)C1(F)F,-12.02740014978585,-5.99863946891874,7.329906558789435,"Other aliphatics, cyclic","PASF-based substances, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccccc1)(C(F)(F)F)C(F)(F)F,1.5381947922792265,9.270401814196973,1.3723855591703482,Side-chain aromatics,Others
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,-10.532287625294794,-2.987421931513849,-3.1555025974961906,Other aliphatics,Others
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-13.792620281423282,-4.827580908563363,-4.509312404010486,Fluorotelomer PFAA precursors,SFAs
FC1(F)C(Cl)=C(Cl)C(F)(Cl)C1(F)F,-18.27007896581082,-2.0216216922908963,6.602146629510881,"Other aliphatics, cyclic","Others, cyclic"
O=C(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,-11.490361323049878,-7.538739567125816,6.519055280358221,"Other aliphatics, cyclic","Others, cyclic"
O=S(Cl)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-10.504012809126207,-3.330319566139476,-2.8212435892732826,Other aliphatics,Others
NS(=O)(=O)C(F)(F)C(F)(F)F,-20.694196819976813,-5.447966188720114,-1.3380261994760612,Perfluoro PFAA precursors,FASAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)F)C(F)(F)F,-7.630240268579865,-8.171452582500725,4.891552463755866,Other aliphatics,Others
O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,12.92192777552474,-2.062851353170443,-1.577839286724013,"Other aliphatics, cyclic","Others, cyclic"
NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)Cl,-10.653792140428159,-4.141073306695038,0.10553790740018244,Other aliphatics,PASF-based substances
O=C1C=CC(=O)N1CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.084449813507097,2.841163855685769,-4.075630690489926,"Other aliphatics, cyclic","Others, cyclic"
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,34.86870328944584,-17.814282058996447,12.490934709257884,Other aliphatics,PASF-based substances
FC(F)(F)C(F)(F)c1ccccc1,-14.059441266301741,13.834949032051423,-0.7618701452115259,Side-chain aromatics,Others
FC1(F)CC(F)(F)C(F)(F)C1(F)F,-16.010152647353046,-9.343993985378056,3.852576011212595,"Other aliphatics, cyclic","Others, cyclic"
O=C(OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.391813113229046,-11.367222660353805,6.754645160292696,Other aliphatics,PACF-based substances
FC1(F)C=CC(F)(F)C1(F)F,-18.264212519047764,-4.307242171558334,3.77745852279603,"Other aliphatics, cyclic","Others, cyclic"
FC(F)=C(CC(F)(F)C(F)(F)F)C(F)(F)F,-14.7261194575748,-6.422507421235993,2.1110500574229696,Other aliphatics,Others
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.795976112819892,-10.105808756446338,7.732411579457386,Other aliphatics,PASF-based substances
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.59281996128138,-12.184957547503235,5.7339549672530525,Other aliphatics,Others
C=CS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.9836396930697684,-4.260677120717381,-0.08470364555957267,Other aliphatics,Others
O=C(F)C1(F)OC(F)(F)OC1(F)F,-17.72248020700947,-5.812823562185248,4.088626627843822,"Other aliphatics, cyclic","Others, cyclic"
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.13218266750263785,0.5156893506930286,-13.30066919380627,Other aliphatics,Others
COC(F)(F)C(F)(F)OC,-19.552167142341315,-4.649309072788121,-5.399133255453227,Other aliphatics,Others
O=C(F)C(F)(I)C(F)(F)F,-22.907406788188812,-8.483353510864399,3.485519974885924,Other aliphatics,Others
Oc1ccc(C(F)(F)C(F)(F)c2ccc(O)cc2)cc1,-2.175411480210269,19.156661676705582,3.8845104222374403,Side-chain aromatics,Others
O=C(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-9.635480111464613,-9.773959844336796,4.693862810097174,Other aliphatics,PACF-based substances
OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)C(F)(F)F,-7.791219690232831,-5.757802927106459,-1.8454546027003504,Other aliphatics,Others
[N-]=[N+]=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.22254963458822,-5.526474019035955,-1.1905842073989856,Other aliphatics,Others
O=C(CI)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.2033352506457415,-0.26588065804614336,-6.9481126393927495,Other aliphatics,Others
Oc1ccc(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,13.654056131453117,8.76514548347444,0.03248685112921099,Side-chain aromatics,Others
FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-12.478933633662884,-11.834323256070546,5.325141235309455,Other aliphatics,Others
Cc1sc2ccccc2c1C1=C(c2c(C)sc3ccccc23)C(F)(F)C(F)(F)C1(F)F,13.057177864553902,29.72618927978427,12.585019815955818,Side-chain aromatics,Others
O=c1oc(=O)n(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2ccccc12,20.782454218816813,22.24524870398415,10.891626313352772,Side-chain aromatics,Others
CON(C)C(=O)C(F)(Br)C(F)(F)F,-15.923637186018544,2.579210413969296,-7.19682938496731,Other aliphatics,Others
O=C(c1ccccc1)C(F)(C(F)(F)F)C(F)(F)F,-7.322922198272665,15.24982644106668,-0.5990128679249112,Side-chain aromatics,Others
FC(Cl)C(F)(Cl)C(F)(F)Cl,-22.59582167566955,-7.608948729213815,0.6358309904548662,PFAS derivatives,PFAS halogen derivatives
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-7.156144900859615,-13.745487005484962,7.749358468721663,Non-PFAA perfluoroalkyls,PFAs
[N-]=[N+]=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.8247819745642848,-2.717728205575613,-3.79570916621004,Other aliphatics,Others
FC(F)(F)C(F)(F)C1(F)OC1(C(F)(F)F)C(F)(F)F,-10.96790886786343,-11.026574405732402,7.484283599207943,"Other aliphatics, cyclic","Others, cyclic"
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)=C(F)F,-12.82652871093898,-5.4943748245558295,4.7003151817305895,Other aliphatics,Others
O=CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.3326284197184615,-4.511631257619757,-3.3508799131595444,Other aliphatics,Others
C=CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.8284762402033063,-4.375908515637809,0.03406707088072398,Other aliphatics,PASF-based substances
O=[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22.4015682789249,-12.181433047767676,4.651610912985434,Other aliphatics,Others
CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,-10.182530563585415,-9.700968144414265,2.435465077690938,Fluorotelomer PFAA precursors,SFAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,-14.531326266273984,-7.976215332742291,3.4084032295234854,Other aliphatics,PASF-based substances
FC(F)(F)C(F)(F)C1(F)OC1(F)C(F)(F)C(F)(F)F,-9.127629112300138,-12.3056091933048,9.015594794684604,"Other aliphatics, cyclic","Others, cyclic"
COc1ccc(C(Cl)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1,33.53060813973965,18.154674559034415,3.190004972222021,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C1CCCCC1,-13.434066820714731,4.0099480720596175,-10.393095032517369,"Other aliphatics, cyclic","Others, cyclic"
CCOC(F)(F)C(F)(F)C(F)(F)F,-15.925754851787602,-2.1963345581195566,-8.165522583795727,Other aliphatics,Others
O=S(=O)(Cl)C(F)(F)C(F)(F)OC(F)=C(F)F,-13.940194507503316,-4.188706380353553,2.3081577980128105,Other aliphatics,PASF-based substances
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.281121036425486,-7.5327121455675075,3.4894244690613987,Perfluoro PFAA precursors,FASAs
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,-6.795997743274131,-4.376897173302741,1.68529713289553,Other aliphatics,PASF-based substances
FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-8.964868486145955,-7.402827540567246,4.292207966692816,Other aliphatics,Others
CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.896036348423864,-6.228791449865739,-6.284338165402506,Silicon PFASs,Others
OC1OCC(F)(F)C1(F)F,-19.16187449755129,-1.784440684666875,-3.757200323884678,"Other aliphatics, cyclic","Others, cyclic"
O=C(O)C1(C(F)(F)F)OC(F)(F)C(F)(C(F)(F)F)O1,-10.055789153887037,-4.2535401384653015,3.3088621576640156,"PFAAs, cyclic","PFECAs, cyclic"
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.5434594772848005,-4.732345489961145,-4.4272754730102415,Fluorotelomer PFAA precursors,n:2 FTOHs
C[Si](C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.562063486124243,-3.078333907850428,-8.647924510457228,Silicon PFASs,Others
O=C(CBr)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.30083780970082535,-4.105830545029262,-4.45319227836329,Other aliphatics,Others
O=C(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,-15.013271959829316,-6.5878010087167835,5.351320332682852,"Other aliphatics, cyclic","Others, cyclic"
Cn1cccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.9965621403855569,15.520992409551125,10.964730914909522,Side-chain aromatics,Others
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.514441670807024,-8.760335657687387,3.64826429471308,Perfluoro PFAA precursors,PFALs
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7787974577891106,-2.872649065365178,-7.737350364578959,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1,1.3792131239527166,-9.027960929485532,2.9742822863744904,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,19.26873417406635,-11.43863531253188,1.8412428567781722,Other aliphatics,Others
O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,-14.911215345517466,-10.658387629910107,5.328909878376309,Non-PFAA perfluoroalkyls,PFAKs
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.924646597929393,-6.227932598726706,-0.9278063254506743,Fluorotelomer PFAA precursors,n:2 FTCAs
O=C1OCC(F)(F)C1(F)F,-20.367227701431258,-1.9934637145851137,-1.3780880811302072,"Other aliphatics, cyclic","Others, cyclic"
FC1(F)C(=C2C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,-5.387744359162168,-7.491743816316323,11.261618493865189,"Non-PFAA perfluoroalkyls, cyclic","PFAenes, cyclic"
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-14.124982933898174,-12.612323915569759,4.12376403484778,Other aliphatics,Others
CCC(F)(F)C(F)(F)C(F)(F)F,-18.05251359756773,-4.497728611446365,-5.6800892128436695,Fluorotelomer PFAA precursors,SFAs
O=S(=O)(F)OC(F)(F)C(F)(F)Br,-20.52657567469757,-8.164175766209292,3.0615773866461016,Other aliphatics,Others
C=CCOC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F,-9.275339730673423,0.33203025957920995,-7.417942668222985,Other aliphatics,Others
OC(CCC(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,15.06921333586914,-8.027839758886538,-3.1037933927688828,Other aliphatics,Others
FC1(F)c2cccnc2-c2ncccc2C1(F)F,-4.4960974565838345,33.01650729493956,19.753285976486872,Side-chain aromatics,Others
COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC,-2.9093587192278867,-8.269130264749531,-0.4852388884150099,Other aliphatics,Others
CCOC(F)(F)C(F)(F)OCC,-15.147481048692145,-1.6051230532564422,-9.256147859240658,Other aliphatics,Others
